ICE FLAVORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIDS PORTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,,"Calories
from Fat",,,Fat,,,"Saturated
Fat",,,,,,"Trans
Fat",,,Cholesterol,,,,,,,Sodium,,,"Total
Carbohydrates",,,,,,"Dietary
Fiber",,,,Total Sugar,,,,"Added
Sugar",,,,,Protein,,,,,Vitamin D,,,,,"Vitamin D
(% DV)",,,,Calcium,,,,"Calcium
(%DV)",,,Iron,,"Iron
(%DV)",,,,Potassium,,,,"Potassium
(%DV)",,,,,,,
,,Shamrock,,,,,,290,,,25,,,,2.5,,,,,2.5,,,,,0,,,,,0,,,,60,,,67,,,,0,,,,64,,,,64,,,,,0,,,,,0,,,,,0,,,8,,,,0,,,,0,,,,,0,,,,,18,,,,,0,
,,Strawberry Cheesecake,,,,,,370,,,35,,,,4,,,,,4,,,,,0,,,,,5,,,,85,,,85,,,,0,,,,80,,,,35,,,,,1,,,,,0,,,,,0,,,11,,,,0,,,,0,,,,,0,,,,,21,,,,,0,
,,Strawberry-Banana,,,,,,380,,,35,,,,4,,,,,4,,,,,0,,,,,0,,,,75,,,87,,,,0,,,,82,,,,80,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,43,,,,,0,
,,Strawberries n' Cream,,,,,,300,,,25,,,,2.5,,,,,2.5,,,,,0,,,,,0,,,,55,,,69,,,,0,,,,65,,,,34,,,,,0,,,,,0,,,,,0,,,8,,,,0,,,,0,,,,,0,,,,,13,,,,,0,
,,Vanilla Cream,,,,,,330,,,30,,,,4,,,,,3,,,,,0,,,,,0,,,,80,,,74,,,,0,,,,70,,,,70,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,29,,,,,2,
,,Watermelon Chip,,,,,,420,,,60,,,,6,,,,,5,,,,,0,,,,,0,,,,80,,,93,,,,1,,,,87,,,,86,,,,,1,,,,,0,,,,,0,,,14,,,,2,,,,1,,,,,6,,,,,67,,,,,0,
,,MaliBLU Freeze,,,,,,250,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,40,,,64,,,,0,,,,60,,,,11,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,49,,,,,2,
,,Razzle Red,,,,,,340,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,20,,,86,,,,0,,,,83,,,,30,,,,,0,,,,,0,,,,,0,,,6,,,,0,,,,0,,,,,0,,,,,1,,,,,0,
,,Very Bery,,,,,,280,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,20,,,71,,,,0,,,,69,,,,39,,,,,0,,,,,0,,,,,0,,,8,,,,0,,,,0,,,,,0,,,,,3,,,,,0,
Sugar-Free Ice,,S/F Cherry,,,,,,140,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,30,,,50,,,,0,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,15,,,,2,,,,0,,,,,0,,,,,21,,,,,0,
,,S/F Dragon Fruit,,,,,,190,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,35,,,66,,,,0,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,16,,,,2,,,,0,,,,,0,,,,,38,,,,,0,
,,S/F Mango Peach,,,,,,140,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,30,,,48,,,,0,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,15,,,,2,,,,0,,,,,0,,,,,25,,,,,0,
,,S/F Pink Lemonade,,,,,,120,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,30,,,41,,,,0,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,8,,,,0,,,,0,,,,,0,,,,,27,,,,,0,
,,S/F Tangerine,,,,,,150,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,50,,,,0,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,9,,,,0,,,,0,,,,,0,,,,,28,,,,,0,
,,Banana,,,,,,130,,,60,,,,7,,,,,5,,,,,0,,,,,45,,,,80,,,15,,,,0,,,,13,,,,10,,,,,3,,,,,0,,,,,0,,,88,,,,6,,,,0,,,,,0,,,,,119,,,,,2,
Custard,,Black Rasberry,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,50,,,,80,,,14,,,,0,,,,12,,,,9,,,,,3,,,,,0,,,,,0,,,89,,,,6,,,,0,,,,,0,,,,,121,,,,,2,
,,Butter Pecan,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,50,,,,80,,,14,,,,0,,,,12,,,,9,,,,,3,,,,,0,,,,,0,,,89,,,,6,,,,0,,,,,0,,,,,121,,,,,2,
,,Cake Batter,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,50,,,,80,,,14,,,,0,,,,12,,,,9,,,,,3,,,,,0,,,,,0,,,89,,,,6,,,,0,,,,,0,,,,,121,,,,,2,
,,Campfire Marshmallow,,,,,,130,,,60,,,,7,,,,,5,,,,,0,,,,,50,,,,80,,,14,,,,0,,,,12,,,,9,,,,,3,,,,,0,,,,,0,,,89,,,,6,,,,0,,,,,0,,,,,121,,,,,2,
,,Cheesecake,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,45,,,,75,,,16,,,,0,,,,14,,,,11,,,,,2,,,,,0,,,,,0,,,85,,,,6,,,,0,,,,,0,,,,,117,,,,,2,
,,Chocolate,,,,,,120,,,60,,,,7,,,,,4,,,,,0,,,,,40,,,,65,,,14,,,,,,,,13,,,,10,,,,,3,,,,,0,,,,,0,,,85,,,,6,,,,1,,,,,6,,,,,170,,,,,4,
,,Chocolate Cake,,,,,,120,,,60,,,,6,,,,,4,,,,,0,,,,,40,,,,65,,,15,,,,0,,,,13,,,,9,,,,,3,,,,,0,,,,,0,,,82,,,,6,,,,1,,,,,6,,,,,164,,,,,4,
,,Chocolate Banana,,,,,,130,,,60,,,,7,,,,,4,,,,,0,,,,,40,,,,70,,,16,,,,0,,,,14,,,,10,,,,,3,,,,,0,,,,,0,,,89,,,,6,,,,1,,,,,6,,,,,178,,,,,4,
,,Chocolate Strawberry,,,,,,130,,,60,,,,7,,,,,4,,,,,0,,,,,40,,,,70,,,16,,,,0,,,,14,,,,10,,,,,3,,,,,0,,,,,0,,,89,,,,6,,,,1,,,,,6,,,,,178,,,,,4,
,,Coffee,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,50,,,,80,,,15,,,,0,,,,12,,,,9,,,,,3,,,,,0,,,,,0,,,89,,,,6,,,,0,,,,,0,,,,,121,,,,,2,
,,Cotton Candy,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,45,,,,80,,,15,,,,0,,,,13,,,,10,,,,,3,,,,,0,,,,,0,,,88,,,,6,,,,0,,,,,0,,,,,120,,,,,2,
,,Mint,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,50,,,,80,,,14,,,,0,,,,12,,,,9,,,,,3,,,,,0,,,,,0,,,90,,,,6,,,,0,,,,,0,,,,,122,,,,,2,
,,Orange Cream,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,50,,,,80,,,15,,,,0,,,,13,,,,10,,,,,3,,,,,0,,,,,0,,,89,,,,6,,,,0,,,,,0,,,,,122,,,,,2,
,,Peach,,,,,,140,,,70,,,,8,,,,,5,,,,,0,,,,,50,,,,85,,,16,,,,0,,,,14,,,,10,,,,,3,,,,,0,,,,,0,,,97,,,,8,,,,0,,,,,0,,,,,133,,,,,2,
,,Pistachio,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,50,,,,80,,,14,,,,0,,,,12,,,,9,,,,,3,,,,,0,,,,,0,,,89,,,,6,,,,0,,,,,0,,,,,121,,,,,2,
,,Pumpkin,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,45,,,,80,,,15,,,,0,,,,13,,,,10,,,,,3,,,,,0,,,,,0,,,88,,,,6,,,,0,,,,,0,,,,,120,,,,,2,
,,Pumpkin Cold Brew,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,45,,,,85,,,14,,,,0,,,,12,,,,9,,,,,3,,,,,0,,,,,0,,,88,,,,6,,,,0,,,,,0,,,,,119,,,,,2,
,,Salted Carmel,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,50,,,,80,,,15,,,,0,,,,13,,,,9,,,,,3,,,,,0,,,,,0,,,90,,,,6,,,,0,,,,,0,,,,,122,,,,,2,
,,Strawberry,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,50,,,,80,,,15,,,,0,,,,13,,,,10,,,,,3,,,,,0,,,,,0,,,89,,,,6,,,,0,,,,,0,,,,,121,,,,,2,
,,Vanilla,,,,,,130,,,60,,,,7,,,,,4.5,,,,,0,,,,,50,,,,80,,,14,,,,0,,,,12,,,,9,,,,,3,,,,,0,,,,,0,,,91,,,,8,,,,0,,,,,0,,,,,124,,,,,2,
"This nutrition information is based on standard recipes and product formulations; however; variations may occur due to differences in preparation, serving sizes, ingredients, or special orders. Current recommendations are to limit total saturated fat intake to 20 grams per day and to limit sodium intake to less than 2,400 mg per day for a 2,000 calorie-per-day diet. A 2,000 calorie daily diet is used for the basis of general nutrition advice; individual calorie needs however; may vary. ©2015 RITA’S FRANCHISE COMPANY. ALL RIGHTS RESERVED.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GELATI BLENDER
LARGE PORTION (20 oz)
Add together your Ice Flavor and Custard Flavor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Flavor,,,,,Calories,,,,Calories from Fat,,,,Fat,,,,,Saturat ed Fat,,,,,Trans Fat,,,,,Cholest erol,,,,Sodium,,,"Total Carbohy
drates",,,,,Dietary Fiber,,,,Total Sugar,,,,,Added Sugar,,,,,Protein,,,,,Vitamin D,,,,"Vitamin D (%
DV)",,,,Calcium,,,,Calcium (%DV),,,Iron,,,,,Iron (%DV),,,,,Potassiu m,,,,Potassiu m (%DV),
Italian,,Apple Berry Blue,,,,,410,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,105,,,,,0,,,,101,,,,,48,,,,,0,,,,,0,,,,0,,,,17,,,,2,,,0,,,,,0,,,,,37,,,,0,
,,Banana,,,,,490,,,,10,,,,1,,,,,1,,,,,0,,,,,0,,,,55,,,124,,,,,1,,,,119,,,,,115,,,,,0,,,,,0,,,,0,,,,13,,,,2,,,0,,,,,0,,,,,96,,,,2,
,,Blue Raspberry,,,,,460,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,116,,,,,0,,,,113,,,,,56,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,2,,,,0,
,,Blueberry,,,,,650,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,70,,,166,,,,,0,,,,160,,,,,159,,,,,0,,,,,3,,,,15,,,,15,,,,2,,,0,,,,,0,,,,,3,,,,0,
,,Blueberry Lemonade,,,,,290,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,77,,,,,0,,,,71,,,,,68,,,,,0,,,,,0,,,,0,,,,18,,,,2,,,0,,,,,0,,,,,50,,,,2,
,,Carnival,,,,,380,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,95,,,,,0,,,,91,,,,,38,,,,,0,,,,,0,,,,0,,,,11,,,,0,,,0,,,,,0,,,,,1,,,,0,
,,Cherry,,,,,360,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,60,,,93,,,,,0,,,,87,,,,,84,,,,,0,,,,,0,,,,0,,,,22,,,,2,,,0,,,,,0,,,,,2,,,,0,
,,Cherry Lemonade,,,,,390,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,102,,,,,0,,,,96,,,,,96,,,,,0,,,,,0,,,,0,,,,16,,,,2,,,0,,,,,0,,,,,31,,,,0,
,,Cherry Limeade,,,,,430,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,60,,,111,,,,,0,,,,107,,,,,107,,,,,0,,,,,0,,,,0,,,,14,,,,2,,,0,,,,,0,,,,,7,,,,0,
,,Chocolate,,,,,530,,,,5,,,,1,,,,,0,,,,,0,,,,,0,,,,100,,,134,,,,,2,,,,128,,,,,127,,,,,1,,,,,0,,,,0,,,,24,,,,2,,,1,,,,,6,,,,,135,,,,2,
,,Chocolate Chocolate Chip,,,,,580,,,,40,,,,4.5,,,,,2.5,,,,,0,,,,,0,,,,95,,,141,,,,,3,,,,132,,,,,132,,,,,2,,,,,0,,,,0,,,,28,,,,2,,,2,,,,,10,,,,,195,,,,4,
,,Chocolate Peanut Butter,,,,,640,,,,90,,,,10,,,,,3,,,,,0,,,,,0,,,,220,,,138,,,,,2,,,,129,,,,,127,,,,,4,,,,,0,,,,0,,,,23,,,,2,,,2,,,,,10,,,,,135,,,,2,
,,Cotton Candy,,,,,450,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,115,,,,,0,,,,110,,,,,43,,,,,0,,,,,0,,,,0,,,,12,,,,0,,,0,,,,,0,,,,,1,,,,0,
,,Dr Pepper,,,,,470,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,124,,,,,0,,,,122,,,,,46,,,,,0,,,,,0,,,,0,,,,11,,,,0,,,0,,,,,0,,,,,1,,,,0,
,,Florida Orange,,,,,420,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,70,,,106,,,,,0,,,,96,,,,,92,,,,,0,,,,,0,,,,0,,,,19,,,,2,,,0,,,,,0,,,,,80,,,,2,
,,Georgia Peach,,,,,430,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,109,,,,,0,,,,105,,,,,102,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,4,,,,0,
,,Green Apple,,,,,440,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,70,,,112,,,,,0,,,,107,,,,,101,,,,,0,,,,,2,,,,10,,,,15,,,,2,,,0,,,,,0,,,,,70,,,,2,
,,Guava Passionfruit,,,,,380,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,55,,,96,,,,,1,,,,45,,,,,91,,,,,0,,,,,0,,,,0,,,,12,,,,0,,,0,,,,,0,,,,,67,,,,2,
,,Gummy Bear,,,,,470,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,60,,,118,,,,,0,,,,108,,,,,108,,,,,1,,,,,0,,,,0,,,,10,,,,0,,,0,,,,,0,,,,,22,,,,0,
,,Island Fusion,,,,,480,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,70,,,120,,,,,0,,,,116,,,,,113,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,63,,,,2,
,,Juicy Pear,,,,,410,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,103,,,,,0,,,,99,,,,,98,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,2,,,,0,
,,Kandi Kapow!,,,,,390,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,100,,,,,0,,,,99,,,,,74,,,,,0,,,,,0,,,,0,,,,13,,,,2,,,0,,,,,0,,,,,1,,,,0,
,,Key Lime,,,,,430,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,100,,,110,,,,,0,,,,105,,,,,105,,,,,0,,,,,0,,,,0,,,,14,,,,2,,,0,,,,,0,,,,,5,,,,0,
,,Lemon,,,,,350,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,55,,,90,,,,,0,,,,85,,,,,85,,,,,0,,,,,0,,,,0,,,,17,,,,2,,,0,,,,,0,,,,,17,,,,0,
,,Mango,,,,,450,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,70,,,115,,,,,0,,,,110,,,,,108,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,33,,,,0,
,,Mango- Orange,,,,,450,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,60,,,112,,,,,0,,,,104,,,,,82,,,,,0,,,,,0,,,,0,,,,14,,,,2,,,0,,,,,0,,,,,17,,,,0,
,,Mango-Peach,,,,,360,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,91,,,,,0,,,,87,,,,,85,,,,,0,,,,,0,,,,0,,,,14,,,,2,,,0,,,,,0,,,,,16,,,,0,
,,Mango- Pineapple,,,,,450,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,114,,,,,0,,,,110,,,,,109,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,27,,,,0,
,,Mango- Strawberry,,,,,450,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,114,,,,,0,,,,110,,,,,109,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,27,,,,0,
,,Margarita,,,,,390,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,80,,,100,,,,,0,,,,95,,,,,94,,,,,0,,,,,0,,,,0,,,,17,,,,2,,,0,,,,,0,,,,,28,,,,0,
,,Ocean Splash ™,,,,,380,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,160,,,96,,,,,0,,,,88,,,,,88,,,,,0,,,,,0,,,,0,,,,11,,,,0,,,1,,,,,6,,,,,24,,,,0,
,,Peach Ring,,,,,340,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,55,,,87,,,,,0,,,,84,,,,,84,,,,,0,,,,,0,,,,0,,,,11,,,,0,,,0,,,,,0,,,,,1,,,,0,
,,Peanut Butter and Jelly,,,,,620,,,,140,,,,15,,,,,3,,,,,0,,,,,0,,,,180,,,118,,,,,0,,,,112,,,,,108,,,,,5,,,,,0,,,,0,,,,32,,,,2,,,1,,,,,6,,,,,6,,,,0,
,,Pina Colada,,,,,440,,,,10,,,,1,,,,,0,,,,,0,,,,,0,,,,65,,,112,,,,,0,,,,108,,,,,107,,,,,0,,,,,0,,,,0,,,,17,,,,2,,,0,,,,,0,,,,,3,,,,0,
,,Pineapple,,,,,410,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,102,,,,,0,,,,98,,,,,97,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,1,,,,,6,,,,,22,,,,0,
,,Raspberry,,,,,440,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,111,,,,,2,,,,105,,,,,104,,,,,1,,,,,0,,,,0,,,,18,,,,2,,,0,,,,,0,,,,,44,,,,0,
,,Raspberry Lemonade,,,,,450,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,85,,,116,,,,,1,,,,109,,,,,96,,,,,1,,,,,0,,,,0,,,,19,,,,2,,,0,,,,,0,,,,,63,,,,2,
,,Root Beer,,,,,420,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,107,,,,,0,,,,104,,,,,104,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,33,,,,0,
,,Sour Patch Kids Red,,,,,420,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,113,,,,,0,,,,111,,,,,111,,,,,0,,,,,0,,,,0,,,,13,,,,2,,,0,,,,,0,,,,,0,,,,0,
,,Strawberry,,,,,430,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,70,,,108,,,,,0,,,,104,,,,,102,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,6,,,,0,
,,Strawberry Colada,,,,,470,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,118,,,,,0,,,,114,,,,,114,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,4,,,,0,
,,Strawberry Lemonade,,,,,400,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,60,,,103,,,,,0,,,,97,,,,,96,,,,,0,,,,,0,,,,0,,,,18,,,,2,,,0,,,,,0,,,,,45,,,,0,
,,Strawberry Margarita,,,,,460,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,75,,,116,,,,,0,,,,111,,,,,106,,,,,0,,,,,0,,,,0,,,,19,,,,2,,,0,,,,,0,,,,,36,,,,0,
,,Strawberry- Watermelon,,,,,440,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,110,,,,,0,,,,106,,,,,105,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,0,,,,,0,,,,,29,,,,0,
,,Swedish Fish,,,,,510,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,115,,,130,,,,,0,,,,126,,,,,126,,,,,0,,,,,0,,,,0,,,,14,,,,2,,,0,,,,,0,,,,,2,,,,0,
,,Tropical Daiquiri,,,,,500,,,,10,,,,1,,,,,1,,,,,0,,,,,0,,,,70,,,123,,,,,0,,,,119,,,,,114,,,,,0,,,,,0,,,,0,,,,14,,,,2,,,0,,,,,0,,,,,9,,,,0,
,,Tropical ParadICE,,,,,390,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,55,,,98,,,,,0,,,,74,,,,,94,,,,,0,,,,,0,,,,0,,,,13,,,,2,,,0,,,,,0,,,,,37,,,,0,
,,Vanilla,,,,,410,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,70,,,104,,,,,0,,,,100,,,,,100,,,,,0,,,,,0,,,,0,,,,14,,,,2,,,0,,,,,0,,,,,31,,,,0,
,,Watermelon,,,,,470,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,120,,,,,0,,,,116,,,,,115,,,,,0,,,,,0,,,,0,,,,14,,,,2,,,0,,,,,0,,,,,14,,,,0,
,,Wild Berry,,,,,470,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,118,,,,,1,,,,113,,,,,112,,,,,0,,,,,0,,,,0,,,,17,,,,2,,,0,,,,,0,,,,,18,,,,0,
,,Wild Black Cherry,,,,,440,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,105,,,,,0,,,,97,,,,,96,,,,,1,,,,,0,,,,0,,,,17,,,,2,,,0,,,,,0,,,,,35,,,,0,
,,Unicorn,,,,,440,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,200,,,112,,,,,0,,,,102,,,,,102,,,,,0,,,,,0,,,,0,,,,15,,,,2,,,1,,,,,6,,,,,39,,,,0,
,,Zombie's Blood,,,,,320,,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,65,,,86,,,,,0,,,,81,,,,,81,,,,,0,,,,,0,,,,0,,,,16,,,,2,,,0,,,,,0,,,,,19,,,,0,
,,Birthday Cake,,,,,530,,,,60,,,,7,,,,,5,,,,,0,,,,,0,,,,280,,,118,,,,,0,,,,106,,,,,92,,,,,1,,,,,0,,,,0,,,,59,,,,4,,,0,,,,,0,,,,,11,,,,0,
,,Banana Split Cream,,,,,530,,,,70,,,,8,,,,,6,,,,,0,,,,,0,,,,75,,,119,,,,,1,,,,112,,,,,48,,,,,1,,,,,0,,,,0,,,,23,,,,2,,,1,,,,,6,,,,,48,,,,2,
,,Black Cherry Cheesecake,,,,,510,,,,50,,,,6,,,,,5,,,,,0,,,,,5,,,,115,,,117,,,,,0,,,,108,,,,,45,,,,,1,,,,,0,,,,0,,,,25,,,,2,,,0,,,,,0,,,,,11,,,,0,
,,Brookie Dough,,,,,610,,,,80,,,,9,,,,,7,,,,,0,,,,,5,,,,190,,,130,,,,,0,,,,116,,,,,110,,,,,2,,,,,0,,,,0,,,,30,,,,2,,,1,,,,,6,,,,,86,,,,2,
,,Cheesecake,,,,,500,,,,50,,,,6,,,,,5,,,,,0,,,,,5,,,,115,,,113,,,,,0,,,,107,,,,,46,,,,,1,,,,,0,,,,0,,,,14,,,,2,,,0,,,,,0,,,,,11,,,,0,
,,Chocolate Chip Cheesecake,,,,,550,,,,80,,,,9,,,,,7,,,,,0,,,,,5,,,,115,,,119,,,,,1,,,,112,,,,,53,,,,,2,,,,,0,,,,0,,,,19,,,,2,,,1,,,,,6,,,,,74,,,,2,
,,Chocolate Covered Banana,,,,,560,,,,80,,,,8,,,,,7,,,,,0,,,,,0,,,,140,,,122,,,,,1,,,,114,,,,,53,,,,,1,,,,,0,,,,0,,,,24,,,,2,,,1,,,,,6,,,,,115,,,,2,
,,Chocolate Covered Strawberry,,,,,570,,,,90,,,,10,,,,,8,,,,,0,,,,,0,,,,150,,,120,,,,,2,,,,111,,,,,109,,,,,2,,,,,0,,,,0,,,,28,,,,2,,,2,,,,,10,,,,,127,,,,2,
,,Coconut Cream,,,,,500,,,,60,,,,6,,,,,6,,,,,0,,,,,0,,,,115,,,111,,,,,0,,,,103,,,,,98,,,,,0,,,,,0,,,,0,,,,16,,,,2,,,0,,,,,0,,,,,16,,,,0,
,,Cookie Dough,,,,,540,,,,80,,,,8,,,,,6,,,,,0,,,,,5,,,,160,,,116,,,,,0,,,,104,,,,,104,,,,,1,,,,,0,,,,0,,,,17,,,,2,,,1,,,,,6,,,,,74,,,,2,
,,Cookies & Cream,,,,,600,,,,50,,,,6,,,,,5,,,,,0,,,,,0,,,,150,,,138,,,,,0,,,,130,,,,,127,,,,,1,,,,,0,,,,0,,,,13,,,,2,,,1,,,,,6,,,,,32,,,,0,
GELATI BLENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LARGE PORTION (20 oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add together your Ice Flavor and Custard Flavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Flavor,,,,,Calories,,,,Calories from Fat,,,,Fat,,,,,Saturat ed Fat,,,,,Trans Fat,,,,,Cholest erol,,,,Sodium,,,"Total Carbohy
drates",,,,,Dietary Fiber,,,,Total Sugar,,,,,Added Sugar,,,,,Protein,,,,,Vitamin D,,,,"Vitamin D (%
DV)",,,,Calcium,,,,Calcium (%DV),,,Iron,,,,,Iron (%DV),,,,,Potassiu m,,,,Potassiu m (%DV),
Cream Ice,,Frozen Hot Cocoa,,,,,480,,,,40,,,,4.5,,,,,4,,,,,0,,,,,0,,,,120,,,113,,,,,1,,,,106,,,,,105,,,,,1,,,,,0,,,,0,,,,19,,,,2,,,1,,,,,6,,,,,102,,,,2,
,,Fudge Brownie,,,,,660,,,,80,,,,9,,,,,6,,,,,0,,,,,5,,,,180,,,148,,,,,3,,,,131,,,,,131,,,,,3,,,,,0,,,,0,,,,28,,,,2,,,2,,,,,10,,,,,217,,,,4,
,,Marshmallow Peanut Butter,,,,,650,,,,130,,,,15,,,,,6,,,,,0,,,,,0,,,,190,,,129,,,,,0,,,,122,,,,,120,,,,,4,,,,,0,,,,0,,,,27,,,,2,,,1,,,,,6,,,,,34,,,,0,
